Signal name,PAD name,ALT
USDHC1_CMD,SD1_CMD,ALT0
USDHC1_CLK,SD1_CLK,ALT0
USDHC1_CLK,SD1_CLK,ALT0
USDHC1_DATA0,SD1_DATA0,ALT0
