Signal name,PAD name,ALT
SPI2_PCS1,PDM_BIT_STREAM1,ALT2
SPI2_SIN,UART1_RXD,ALT2
SPI2_SOUT,UART1_RXD,ALT2
SPI2_SCK,UART1_TXD,ALT2
SPI2_PCS0,UART1_TXD,ALT2
